43827157,8120 NE 7th Ave, Miami,FL,33138,3,2,1512,426070
92449508,350 S Miami Ave APT 2609, Miami,FL,33130,1,1,740,267933
92435629,55 SE 6th St APT 1710, Miami,FL,33131,2,2,1200,418957
43823839,1883 NW 22nd Ave, Miami,FL,33125,2,1,1178,179396
92440424,253 NE 2nd St APT 2909, Miami,FL,33132,2,2,1515,718846
2097546299,200 S Biscayne Blvd # 5103, Miami,FL,33131,2,2,1492,Unavailable
43843318,301 NW 43rd Pl, Miami,FL,33126,Studio,--,1733,290317
92450783,3316 Devon Ct, Miami,FL,33133,5,5,11117,4908434
43873439,808 Brickell Key Dr APT 2601, Miami,FL,33131,3,3,2213,1598745
43827673,844 Belle Meade Island Dr, Miami,FL,33138,2,3,2873,2526793
43814407,20 NE 49th St, Miami,FL,33137,2,1,1168,321520
87939521,1900 N Bayshore Dr APT 3319, Miami,FL,33132,1,2,799,294299
92451031,900 Biscayne Blvd APT 502, Miami,FL,33132,2,3,1579,919004
2097549902,2997 Bridgeport Ave # 2997, Miami,FL,33133,2,1,988,Unavailable
43864252,4115 Park Ave, Miami,FL,33133,2,1,1500,955082
43808777,1014 NW 61st St, Miami,FL,33127,--,--,--,96554
82066334,218 NW 12th Ave APT 1007, Miami,FL,33128,2,2,916,172403
92438713,79 SW 12th St APT 1105S, Miami,FL,33130,1,1,693,295816
43864275,4012 Bonita Ave, Miami,FL,33133,3,2,2404,857339
2097553376,350 NW Llc. 350 Northwest 4th St, Miami,AL,33101,3,2,600,Unavailable
43874414,801 Brickell Bay Dr APT 671, Miami,FL,33131,2,2,990,258781
87939201,1900 N Bayshore Dr APT 2312, Miami,FL,33132,3,3,1620,611014
87939270,1900 N Bayshore Dr APT 516, Miami,FL,33132,2,3,1168,408961
87938763,1900 N Bayshore Dr APT 2012, Miami,FL,33132,3,3,1494,573453
43829737,780 NE 69th St APT 507, Miami,FL,33138,2,2,1229,274224
2104303434,451 SW 10th St, Miami,FL,33130,6,--,2284,Unavailable
2100267791,999 SW 1st Ave APT 1514, Miami,FL,33130,2,2,1064,533980
43827722,750 NE 76th St, Miami,FL,33138,2,2,1666,610925
92446693,495 Brickell Ave APT 3208, Miami,FL,33131,1,1,732,396792
92438383,2200 NE 4th Ave APT 604, Miami,FL,33137,1,2,709,192952
2097557174,159 St 72 Ter, Miami,FL,33193,4,3,--,Unavailable
43807874,427 NW 56th St, Miami,FL,33127,4,2,1525,134477
43810633,1840 NW 44th St, Miami,FL,33142,3,2,1937,145790
119408108,2020 N Bayshore Dr APT 1804, Miami,FL,33137,2,2,1135,697842
43810796,1729 NW 49th St, Miami,FL,33142,4,2,1570,139356
43832399,1717 N Bayshore Dr # A-1240, Miami,FL,33132,2,2,1390,427911
92442709,79 SW 12th St APT 1801S, Miami,FL,33130,2,2,1108,450383
43858639,2620 SW 32nd Ave, Miami,FL,33133,Studio,--,16400,350780
2097559691,3084 Aviation Ave # 3084, Miami,FL,33133,3,3,1800,Unavailable
70767481,901 Brickell Key Blvd APT 805, Miami,FL,33131,2,3,1505,1049102
43872451,520 Brickell Key Dr APT A1511, Miami,FL,33131,1,2,820,313269
92447682,60 SW 13th St APT 4204, Miami,FL,33130,2,3,1419,561904
43850209,1870 SW 15th St, Miami,FL,33145,2,1,2252,503292
2097562012,361 NW 58th Ct, Miami,FL,33126,3,2,--,Unavailable
43813103,1524 NW 42nd St, Miami,FL,33142,Studio,--,1112,143797
43853584,2040 SW 13th Ct, Miami,FL,33145,Studio,--,2103,Unavailable
119406660,2020 N Bayshore Dr APT 1709, Miami,FL,33137,1,2,1128,694677
70776206,701 Brickell Key Blvd PH 12, Miami,FL,33131,5,4,3751,1288928
82413303,3470 E Coast Ave APT H1901, Miami,FL,33137,3,3,1577,653971
2118232783,2509 N Miami Ave, Miami,FL,33127,Studio,--,20000,Unavailable
43835490,5740 SW 5th St, Miami,FL,33144,3,3,1273,252014
43840801,3097 NW 2nd St, Miami,FL,33125,2,1,2074,312649
2097563159,769 NE 82nd Ter, Miami,FL,33138,3,2,1496,Unavailable
62926159,120 S Douglas Rd APT 305, Coral Gables,FL,33134,1,2,793,242354
92441623,1712 SW 2nd Ave APT 503, Miami,FL,33129,2,2,1053,329138
2097564577,2771 SW 31st Pl, Miami,FL,33133,Studio,--,2452,Unavailable
2097564628,1080 Brickell Ave UNIT 2502, Miami,FL,33131,1,2,960,Unavailable
2097564634,945 NE 78th St, Miami,FL,33138,3,2,2204,Unavailable
2137210958,3053 Elizabeth St, Miami,FL,33133,3,3,1721,470392
70776484,335 S Biscayne Blvd APT 3402, Miami,FL,33131,1,1,846,340417
92437506,500 Brickell Ave APT 1210, Miami,FL,33131,2,2,1197,442104
92443215,60 SW 13th St APT 3426, Miami,FL,33130,3,3,1568,601279
43815440,228 NW 35th St, Miami,FL,33127,Studio,--,1851,351562
82070721,2525 SW 3rd Ave APT 901, Miami,FL,33129,3,2,1238,512884
43833481,555 NE 15th St APT 29D, Miami,FL,33132,1,2,890,280530
82419034,1750 N Bayshore Dr APT 3006, Miami,FL,33132,1,1,821,370610
2097571306,1600 SW 1st Ave APT 414, Miami,FL,33129,2,2,1333,Unavailable
122018856,3250 NE 1st Ave APT 310, Miami,FL,33137,1,2,1758,655693
92443909,350 S Miami Ave APT 2715, Miami,FL,33130,1,1,698,258343
2101080706,460 NE 28th St APT 3907, Miami,FL,33137,2,2,1180,605726
43864742,362 SW 18th Ter, Miami,FL,33129,4,3,2652,646161
43807270,6235 NW Miami Pl, Miami,FL,33150,3,2,1089,185674
64830402,2101 Brickell Ave APT 412, Miami,FL,33129,2,2,1367,492477
60760924,1155 Brickell Bay Dr APT 1009, Miami,FL,33131,2,2,1140,453725
43852513,1759 SW 13th St, Miami,FL,33145,Studio,--,1448,289967
2110238025,2575 SW 27th Ave # 3, Miami,FL,33133,2,2,650,Unavailable
2097582023,1021 NW 3rd St APT 107, Miami,FL,33128,1,1,458,Unavailable
43860470,3930 Irvington Ave, Miami,FL,33133,3,2,1766,778196
2097583262,1785 NW 55 St Miami Fl, Miami,FL,33142,2,1,950,Unavailable
43815446,241 NW 34th Ter, Miami,FL,33127,4,2,--,276238
43829888,610 NE 52nd St, Miami,FL,33137,3,3,1611,843786
70773666,1749 NE Miami Ct APT 313, Miami,FL,33132,1,1,1203,434362
43870627,2127 Brickell Ave APT 605, Miami,FL,33129,2,2,1700,993360
64712712,2001 Biscayne Blvd APT 2208, Miami,FL,33137,1,1,707,256539
2097587209,461 SW 10th St, Miami,FL,33130,6,6,--,Unavailable
2097588224,24 4th St # 4405, Miami,FL,33130,2,3,2019,Unavailable
43819652,4801 NW 7th St # 807-16, Miami,FL,33126,2,2,798,144788
70775605,31 SE 5th St APT 4318, Miami,FL,33131,3,3,1419,626314
82410962,1750 N Bayshore Dr APT 1708, Miami,FL,33132,Studio,1,503,231723
92450610,90 SW 3rd St APT 4309, Miami,FL,33130,3,3,1662,629098
82416471,41 SE 5th St APT 1108, Miami,FL,33131,2,2,1402,459371
82414707,41 SE 5th St APT 1208, Miami,FL,33131,2,2,1402,458418
63615067,1425 Brickell Ave APT 62D, Miami,FL,33131,2,3,1732,1618582
64814755,1200 Brickell Bay Dr APT 3804, Miami,FL,33131,1,1,825,257061
70767277,1250 S Miami Ave APT 1904, Miami,FL,33130,2,2,1023,333931
92442144,333 NE 24th St APT 1002, Miami,FL,33137,1,1,693,262136
92437408,350 S Miami Ave APT 1110, Miami,FL,33130,1,1,740,243983
64814755,1200 Brickell Bay Dr APT 3804, Miami,FL,33131,1,1,825,257061
84645028,1720 Wa Kee Na Dr, Miami,FL,33133,Studio,--,4273,1359778
43831348,600 NE 36th St APT 1009, Miami,FL,33137,1,2,768,241730
43833741,1236 S Venetian Way, Miami Beach,FL,33139,4,4,2912,5988229
2097591205,770 Claughton Island Dr APT 621, Miami,FL,33131,1,1,682,Unavailable
64426867,2001 Biscayne Blvd APT 2210, Miami,FL,33137,1,1,707,258320
43847079,5050 NW 7th St APT 608, Miami,FL,33126,2,2,882,152605
43870628,2127 Brickell Ave APT 705, Miami,FL,33129,2,2,1700,1186200
2101366243,999 SW 1st Ave APT 2415, Miami,FL,33130,1,1,914,Unavailable
2097596378,5091 NW 7th St PH 02, Miami,FL,33126,2,1,787,199183
64529124,2665 SW 37th Ave APT 1413, Miami,FL,33133,1,1,750,257815
70772579,5085 NW 7th St APT 1412, Miami,FL,33126,1,1,685,153748
82421213,3339 Virginia St APT 130, Miami,FL,33133,1,2,838,319314
2101220041,1451 Brickell Ave # 2, Miami,FL,33131,4,6,5050,Unavailable
2101220042,1451 Brickell Ave # 1, Miami,FL,33131,4,8,10100,Unavailable
43843548,4331 SW 7th St, Coral Gables,FL,33134,3,2,1224,307255
92449838,900 Biscayne Blvd APT 3807, Miami,FL,33132,1,2,938,461676
43870995,185 SE 14th Ter APT 2702, Miami,FL,33131,1,1,650,241488
43871236,185 SE 14th Ter APT 1813, Miami,FL,33131,1,1,640,272595
92436747,90 SW 3rd St APT 2405, Miami,FL,33130,1,1,814,271810
58449645,1610 NW North River Dr APT 202, Miami,FL,33125,1,1,460,91393
43873696,999 Brickell Bay Dr APT 801, Miami,FL,33131,1,2,990,252879
2097598400,2882 SW 37th Ct # 2882, Miami,FL,33134,3,3,2400,463066
43829635,780 NE 69th St APT 1902, Miami,FL,33138,2,2,1336,326936
2145248789,3049 Orange St, Miami,FL,33133,2,2,1580,513784
92438245,3301 NE 1st Ave APT H1905, Miami,FL,33137,1,2,761,318210
54692445,3126 Jackson Ave # 2, Coconut Grove,FL,33133,3,3,1810,609503
43868874,2451 Brickell Ave APT 3L, Miami,FL,33129,2,2,1188,388007
2097601023,24 SW 4 St # 5701, Miami,FL,33130,4,5,4521,353302
2099546510,24 SW 4th St # 1207, Miami,FL,33130,1,2,890,716477
121346302,1100 S Miami Ave APT 1805, Miami,FL,33130,Studio,1,700,269655
63614799,210 SW 11th St APT 202, Miami,FL,33130,2,1,760,177109
43867372,2333 Brickell Ave APT 511, Miami,FL,33129,2,2,1460,655226
2114959012,3232 SW 22nd St APT 1908, Coral Gables,FL,33145,2,2,1200,379915
43871212,185 SE 14th Ter APT 1712, Miami,FL,33131,1,1,640,228187
117594458,3503 Banyan Cir, Coconut Grove,FL,33133,4,8,6485,4764931
2097675935,1600 SW 1st Ave APT 401, Miami,FL,33129,3,3,1804,835842
70767040,3360 SW 28th Ter # A, Miami,FL,33133,3,3,2140,458260
63615071,1425 Brickell Ave APT 66D, Miami,FL,33131,2,3,1732,1726472
121343942,1100 S Miami Ave APT 702, Miami,FL,33130,1,1,977,144352
43854339,2 Grove Isle Dr # B407, Miami,FL,33133,2,3,1882,706355
82413037,1750 N Bayshore Dr APT 2111, Miami,FL,33132,1,1,791,299483
2132127415,1277 NW 54th St, Miami,FL,33142,Studio,--,6224,297558
92436871,300 S Biscayne Blvd # L-626, Miami,FL,33131,1,2,762,390929
83157223,1900 N Bayshore Dr APT 4103, Miami,FL,33132,1,1,651,272418
43812418,1188 NW 51st St, Miami,FL,33127,4,3,1730,110324
2097610603,24 SW 4 St # 4101, Miami,FL,33130,1,2,1205,74540
70773052,5085 NW 7th St # TS-16, Miami,FL,33126,2,2,979,207027
43840289,510 NW 31st Ave, Miami,FL,33125,3,2,1896,314948
92438343,3301 NE 1st Ave PH 1, Miami,FL,33137,2,3,1355,1373737
2097612614,US-1 & 214 St, Miami,FL,33177,Studio,--,--,391593
60794009,848 Brickell Key Dr APT 306, Miami,FL,33131,2,2,1763,1174237
70766765,1720 NW North River Dr APT 310, Miami,FL,33125,2,2,899,149487
43823701,1788 NW 18th St, Miami,FL,33125,2,1,756,175281
72573120,218 SE 14th St PH 3, Miami,FL,33131,3,4,2054,1854975
2097614854,1061 NW 31st St, Miami,FL,33127,0,0,0,Unavailable
92426292,2200 NE 4th Ave APT 503, Miami,FL,33137,1,1,773,215419
43866155,649 SW 9th St APT 207, Miami,FL,33130,2,1,686,116772
2097615514,1401 NW 45th St, Miami,FL,33142,0,0,0,Unavailable
2097615517,1250 NW 39th St, Miami,FL,33142,0,0,0,Unavailable
2097615513,4736 NW 15th Ct, Miami,FL,33142,0,0,0,Unavailable
64716182,1200 Brickell Bay Dr PH 4104, Miami,FL,33131,1,1,825,Unavailable
92443329,951 Brickell Ave APT 611, Miami,FL,33131,2,3,1398,491103
92439386,950 Brickell Bay Dr APT 5505, Miami,FL,33131,3,3,2170,1250984
43855445,2727 Calusa St, Miami,FL,33133,3,3,1919,577224
92437820,485 Brickell Ave APT 1801, Miami,FL,33131,1,1,898,422480
2097617179,900 Biscayne Blvd # 1203, Miami,FL,33132,--,--,--,747388
43848871,2961 SW 21st Ter, Miami,FL,33145,3,2,1662,355542
121349299,460 NE 28th St APT 1202, Miami,FL,33137,1,2,973,561071
92449013,500 Brickell Ave APT 1510, Miami,FL,33131,2,2,1197,469640
43829012,630 NE 55th Ter, Miami,FL,33137,4,4,2893,1071892
43874369,801 Brickell Bay Dr APT 1168, Miami,FL,33131,2,1.5,990,260829
43854968,2289 SW 23rd Ter, Miami,FL,33145,4,3,2173,470866
2097618757,1380-82 SW 20 St, Miami,FL,33145,3,3,1802,421910
43850027,1668 SW 29th Ave, Miami,FL,33145,4,3,2547,575030
43830219,4420 Palm Ln, Miami,FL,33137,4,4,2809,3023636
70775926,2150 SW 16th Ave APT 109, Miami,FL,33145,2,1,831,186952
64764634,2101 Brickell Ave APT 1608, Miami,FL,33129,1,1,791,341353
43848020,2040 SW 32nd Ave, Miami,FL,33145,3,4,2659,532543
2097625596,618 NW 57th Ct, Miami,FL,33126,3,2,1633,274179
113378657,1861 NW South River Dr UNIT 1107, Miami,FL,33125,1,2,955,365714
70774040,2275 Biscayne Blvd PH 208, Miami,FL,33137,1,1,775,252781
43825913,920 NW 10th Ave, Miami,FL,33136,2,2,1250,365386
60793622,1155 Brickell Bay Dr PH 109, Miami,FL,33131,2,2,1140,459972
64860199,2101 Brickell Ave APT 1705, Miami,FL,33129,1,1,791,367826
43819173,4841 NW 7th St # 408-4, Miami,FL,33126,2,1,740,128029
92442787,90 SW 3rd St APT 2116, Miami,FL,33130,2,2,1172,570608
70773816,601 NE 36th St APT 1304, Miami,FL,33137,2,2,1158,437647
64854459,126 SW 17th Rd APT 502, Miami,FL,33129,2,1,616,249487
92444019,350 S Miami Ave APT 3805, Miami,FL,33130,2,2,1030,353798
2100785870,460 NE 28th St APT 3802, Miami,FL,33137,1,2,854,543930
