28058050,9931 Southport Dr, Houston,TX,77089,3,1,1248,115597
27946228,4425 Davenport St, Houston,TX,77051,3,1,880,59304
112152802,10049 Hillside Bayou Dr, Houston,TX,77080,3,3,2266,260683
27858136,7410 Dallas St, Houston,TX,77011,2,1,942,79726
28247233,10011 Knoboak Dr APT 70, Houston,TX,77080,3,3,1408,90521
28331469,780 Worthshire St, Houston,TX,77008,1,2,944,169743
28495545,4530 Windy Hollow Dr, Humble,TX,77345,4,2,2280,211343
2097543803,4511 Windy Hollow Dr, Kingwood,TX,77345,4,3,--,Unavailable
27758285,2619 Mcilhenny St, Houston,TX,77004,0,0,0,Unavailable
27914460,8004 Homestead Rd, Houston,TX,77028,0,0,0,81563
97636594,3939 Cosby St, Houston,TX,77021,0,0,0,Unavailable
27860792,2246 Dryden Rd, Houston,TX,77030,3,3,2426,701508
2097544839,1908 Lizards Ln, Houston,TX,77043,2,3,1206,Unavailable
80576114,1530 W 21st St, Houston,TX,77008,3,3,2250,493123
27914121,1338 Banks St, Houston,TX,77006,4,5,4346,1374416
68428018,9200 Westheimer Rd APT 105, Houston,TX,77063,2,3,1340,219946
58671333,5514 Val Verde St, Houston,TX,77056,3,3,2596,530833
2097544841,7400 Jensen Dr, Houston,TX,77093,Studio,--,2144,Unavailable
28453231,12615 Brookglade Cir # 5, Houston,TX,77099,1,1,674,56531
28004905,4537 Hummingbird St, Houston,TX,77035,3,2,1426,231172
28351054,1920 Augusta Dr APT 32, Houston,TX,77057,2,3,1152,193093
28021903,1503 W T C Jester Blvd, Houston,TX,77008,4,2,2102,473863
28176204,8911 Sunny Field Dr, Houston,TX,77099,3,2,1888,131806
28174956,7518 Salge Dr, Houston,TX,77040,3,2,1045,106721
97615882,13911 Desert Trace Ct, Houston,TX,77044,4,3,2752,254884
89641403,1513 Dorothy St, Houston,TX,77008,2,2,1644,345841
2097544841,7400 Jensen Dr, Houston,TX,77093,Studio,--,2144,Unavailable
28174956,7518 Salge Dr, Houston,TX,77040,3,2,1045,106721
97615882,13911 Desert Trace Ct, Houston,TX,77044,4,3,2752,254884
2097545075,5901 Petty St, Houston,TX,77007,0,0,0,Unavailable
2097545035,13406 Lake Chesdin Rd, Houston,TX,77044,4,3,2860,Unavailable
118392699,15919 Barton River Ln, Houston,TX,77044,5,4,4353,390790
28220215,10137 Valley Forge Dr, Houston,TX,77042,3,3,1861,312297
2097545047,1559 Stevens St, Houston,TX,77026,0,0,0,Unavailable
27945418,3310 Durhill St, Houston,TX,77025,3,2,1775,359601
28301075,2039 Lakeville Dr, Humble,TX,77339,4,4,3036,263672
28086037,8102 Twin Hills Dr, Houston,TX,77071,3,2,2016,237679
84047468,102 Quitman St UNIT 401, Houston,TX,77009,2,2,1746,341352
28188916,12630 Newbrook Dr, Houston,TX,77072,2,2,1540,75231
80557758,12403 Oriole Lake Way, Houston,TX,77089,3,3,1575,140433
2097545112,2121 Kirby Dr UNIT 12S, Houston,TX,77019,Studio,--,7265,Unavailable
2097545127,1235 W 151/2 St, Houston,TX,77008,3,5,2874,Unavailable
27944777,1018 Potomac Dr, Houston,TX,77057,4,5,4487,996445
80525678,15923 Azalea Shores Ct, Houston,TX,77044,4,4,2622,227529
